waktu,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
ness,@adnilavon_,"iya juga setiap lewat jalan rusak kerasa bgt guncangannya, klo ganti ban belakang, aki, shockbreaker buset mesti nyampe 1jti agaknya, huaa tp sayang bgt aku sm motor tempur ini, masih tetep aweeet puji tuhan, tolong baik"" terus yah sampe soon bisa service rutin semuanya Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
getalifebae,@muzidanapr_,mati listrik hujan jalan berlubang gabawa jas ujan Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
PikongORI,@Ribka_JKT48,Iya kan? Mending lampu mati Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Imhasnaaa_,@Ribka_JKT48,Aku tim lampu mati rib Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
-,@sinepilgadungan,toji itu yg biasa ngarahin motor mobil lewat di jalur padat sambil bawa toples tulisannya buat pembangunan jalan rusak (pdhl enggak) Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
I P U N,@Ribka_JKT48,Justru tidur lampu mati tuh itu yang anehhhh Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
GENDOET_DJAYENK,@Gendoet3G,Lagi seru malah lampu mati Bahlil mana bahliiiiilllllllll ??? Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
BungDC,@Ribka_JKT48,Mau 1.3K lampu mati atau nyala juga bisa aku mah Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
raymup,@Ribka_JKT48,"gatau, aku tim tidur lampu mati garis keras Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Rin,@aisukohimiruku,"mana di atas kamar mandi ada jendela ventilasi wakakak klo lampu mati cahaya cuma dari situ, tiba tiba bakekok nampak jelas 

amit amit awkwokwowk Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Dev,@deirxelle,Woilah ngakak bet baca grup . Beneran ga kebayang kalo di negara ini jadi pake kompor listrik dan apa2 jadi serba listrik soalnya lampu mati Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Black&Blue,@BagusDLiran,"Apasih susahnya pejabat minimal aspal jalan rusak , lampu jalan ganti yang mati, uangnya bukan uang pribadi, proyek ente yang nentuin, rekanan apalagi. Toh juga kalau jalan mulus, lampu terang, banyak wisatawan juga PAD mu yang meningkat. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pms Watch,@WatchPms,Ini bisng kerok nya Biang kemacetan nya tepat didepan alfa mart atau depan kebayoran Park mall jalan rusak berlubang prmbatas jalan barrier diletakkan tepat ditengah jalan!! Lalin terbelah dan melambat!! Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Nagi.,@shuorai,"Hi, boleh tolong jawab pertanyaan ku nggak? Mau survey... Kalian team yang lampu mati atau nyala kalau tidur? Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
𝘔𝘦𝘬𝘰 | メコ 𖹭.ᐟ,@Darderdor180156,"mampu, tapi belum waktunya mengingat tingkat kemiskinan yang tinggi, pemerintah yang kurang kompeten, dan jalan berlubang juga yang masih pake aspal tipis.. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
??,@dosenkesmas,"jd inget dulu jaman smp lampu mati , pagi2 mandi aja gelap2, pulang2 nyokap cerita di bak mandinya ada tikus Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
,@sunnyasyaa,"di depanku udh jatoh grgr jalan berlubang agak dalem dan kondisi jalan yg minim pencahayaan, aku dibelakangnya beneran semepet itu beneran kaget dan panik. refleks teriak dan rem mendadak terus banting motor ke arah kiri, aku udah mikir bakal ditabrak kenceng sama belakang aku Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Katowice Lorecraft,@dosenkesmas,mana ada 2.6K lampu mati saat mandi yang ada malah panik bjir udh gitu takut dibokongin setan ekwk Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
,@sunnyasyaa,KONTOL LU SEMUA PEMERINTAH YANG KORUPSI DANA PEMELIHARAAN JALAN. demi Allah aku hampir meninggal di jalan grgr jalan berlubang itu anjinggggg Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
shafiraaa,@theycallmesap,"terus yaudahlah kan beberapa menit berlalu, sambil ngomongin yg lain juga sama temen gw. tiba saatnya si fore ini mesti closingan, lampu mati , meja sama bangku diberesin.. ada satu karyawan cowo fore lagi beres2 di area luar yg gw nongkrong itu… Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Ray of Hope,@dosenkesmas,"Dulu waktu kecil karena belum mandi sore tapi udah keduluan 16K lampu mati sampai malam, ya terpaksa bawa satu lilin ke kamar mandi. Itu rasanya mungkin setara dengan mandi di villa ubud, suasananya tenang bikin rileks, mandi air dingin tapi rasanya kayak air hangat Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Biyya.,@laIapankol,"pantesan kalau tidur lampu mati tu langsung lelap, beda kalau nyala rasanya agaa gelisah Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Bang Eddy,@Xbacottetangga,"kalau masih terjadi seperti ini, jalan rusak bertahun2 tidak diperbaiki karena mungkin daerahnya tidak ada potensi penghasilan buat daerah, maka masih belum bisa dikatakan Pembangunan yang berkeadilan. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
IDN Times Kaltim,@IDNTimesKaltim,Ini Kata Bupati Sintang soal Jalan Rusak yang Dikritik Anak Viral Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Bengkel Mobil HD Power Steering Jogja,@hdpowersteering,"Setir mobil Anda bunyi ‘gluduk’ tiap jalan rusak ? Jangan anggap sepele boskuh!

Ini dia penyebabnya: rack end atau long tie rod oblak. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pontianak Post,@pontianakpost1,"Jalan Rusak di Bedayan Sintang, Warga Ancam Terus Viralkan: Sebut Hanya Menagih Janji

Baca selengkapnya: … https:// Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
TVRI Lampung Official,@tvrilampung_,"Warga Kampung Kagungan Rahayu, Tulang Bawang, gotong royong memperbaiki jalan rusak penghubung ke Tulang Bawang Barat. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Krustasea,@Xbacottetangga,"Ada jurang juga diterjang
Lewat jalan berlubang auto nyungsep Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
saliyem salsa,@salsasaliyem,"80 tahun merdeka, tapi masih ada warga yang harus lahiran di hutan gara-gara jalan rusak . Ironisnya, daerah sebelahnya justru penghasil aspal kelas dunia. Kok bisa ya, aspalnya ada tapi jalannya tetep amburadul… Kesejahteraan masyarakat Kopeang, Peduli Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Umar Hidayatullah,@Umarhidayah17,"80 tahun merdeka, tapi masih ada warga yang harus lahiran di hutan gara-gara jalan rusak . Ironisnya, daerah sebelahnya justru penghasil aspal kelas dunia. Kok bisa ya, aspalnya ada tapi jalannya tetep amburadul… Kesejahteraan masyarakat Kopeang,  Peduli Mamuju Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
SUARAaktual.co,@SuaraAktual,"Shadiq Pasadigoe Soroti Jalan Rusak di Tanah Datar, Desak Perbaikan Menyeluruh Segera Dilakukan Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
pasangmatadotcom,@PasangMata,"Ada jalan berlubang yang cukup dalam di Jalan Raya Hankam Bekasi arah Pondok Gede. Mohon pihak terkait untuk memperbaiki. Selain sudah lama berlubang, sangat berbahaya bagi pengendara roda dua https:// Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
MarietoniC_25,@MarietoniCarlos,"80 tahun merdeka, tapi masih ada warga yang harus lahiran di hutan gara-gara jalan rusak . Ironisnya, daerah sebelahnya justru penghasil aspal kelas dunia. Kok bisa ya, aspalnya ada tapi jalannya tetep amburadul… Kesejahteraan masyarakat Kopeang,  Peduli Mamuju Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Teng Tong,@gingerbos123,"80 tahun merdeka, tapi masih ada warga yang harus lahiran di hutan gara-gara jalan rusak . Ironisnya, daerah sebelahnya justru penghasil aspal kelas dunia. Kok bisa ya, aspalnya ada tapi jalannya tetep amburadul… Kesejahteraan masyarakat Kopeang Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pontianak Post,@pontianakpost1,"Jalan rusak berat di Kalbar jadi prioritas, Gubernur fokus perbaikan agar konektivitas wilayah tetap terjaga dan aktivitas masyarakat tidak terganggu meski di tengah keterbatasan anggaran. … https:// Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pugalu,@Pugalu15,Kondisi jalan rusak memaksa seorang ibu melahirkan di hutan. Hal ini  bukti nyata bahwa kesejahteraan masyarakat Kopeang masih terabaikan oleh  pemerintah daerah. Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
inara adzkiya,@AdzkiyaIna,"80 thn merdeka, tapi masih ada warga yang harus lahiran di hutan gara-gara 2.5K jalan rusak . Ironisnya, daerah sebelahnya justru penghasil aspal kelas dunia. Kok bisa ya, aspalnya ada tapi jalannya tetep amburadul Kesejahteraan masyarakat Kopeang
 Peduli Mamuju | Clara Shinta | Senin Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Tanjungzzz,@pln_sulselrabar,"Sedih banget, udah 80 tahun merdeka tapi masih ada warga yang harus lahiran di hutan gara-gara jalan rusak . Ironisnya, daerah deket situ justru penghasil aspal kelas dunia. Kok bisa gitu ya… Kesejahteraan masyarakat Kopeang, Peduli Mamuju Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pemain Zuma,@BurhanMuhtadi,"saya pernah tugas ke daerah yg aksesnya sulit (naik turun bukit, jalan rusak , sempit dan susah kalo papasan).
iseng tanya ke org puskesmas, ""disini udah ada MBG pak?""
dijawab ""belum ada, beberapa kemarin udah survei tapi belum lanjut"".
Kenapa? simpel, mitra nyarinya profit. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Rizman Ktb,@AnakLolina2,"Betapa bangsat nya, cobalah dana MBG d bagi bagi ke ke daerah2 yg jln nya hancur begini, gk ada lg rakyat yg beranak d jalan rusak Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Im Violet,@VioletIm66993,"Ambil contoh bali, yg menyumbang pajak lumayan besar untuk indonesia. Yg didapat apa? Jalan rusak ga ada perbaikan. Sampah ga ada pengelolaan yg jelas. Pemerintah bali ngapain? Mabok arak dan uang. Sibuk nyari investor beli tanah untuk pembangunan villa/hotel. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
matapena76,@hansssolo,"Mereka yang suka nyinyirin orang pejabat konten tapi punya prestasi dan hasil kerja nyata. Hari ini keluhan di medson jalan rusak , 1 minggu kemudian sudah hotmix tidak pakai ngeles dan rapat 5 episode menunggu bantuan pusat. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pram Ashton,@pramashton,Miris melihat Ibu Ratna bersalin di jalan rusak Maret 2026 ini. Akses terisolir & longsor di Desa Kopeang harus segera diatasi pemerintah. Nyawa taruhannya jika infrastruktur terus diabaikan. Mari suarakan Kesejahteraan masyarakat Kopeang! Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
PANDUGA.ID,@Pandugaid,"Akses Jalan Rusak Parah, Ibu di Pedalaman Mamuju Terpaksa Melahirkan di Pinggir Jalan

Pembangunan jalan di Kabupaten Mamuju, Sulbar, belum merata. Di beberapa desa, khususnya di pedalaman, akses ini masih ada yang belum mengalami perbaikan. Akibatnya, warga jadi korban. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
IDN Times Sulsel,@IDNTimesSulsel,"Masuk MYC Paket 6 Sulsel, Jalan Rusak Moncongloe Bakal Dibenahi Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
sugeng waluyo,@HumorJonTampan,"aku ndak mau beli, takutnya pas nyetir tiba tiba oglangan/ lampu mati . Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
umay,@AKUNSANTUN,Beli nasi campur dan tumpah ke jalan karena ngelewatin jalan rusak yg ngebuat itu nasi campur lepas dari cantolan. Yap lagi-lagi kalo yg pihak terkait beneran kerja Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Radio Elshinta,@RadioElshinta,Pemprov Kalbar prioritaskan perbaikan jalan rusak berat Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
fajar online,@fajaronline,Akses Jalan Rusak di Mamuju Picu Ibu Melahirkan di Pinggir Jalan: Cermin Ketimpangan Infrastruktur Nasional Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Kominfo Kota Tasikmalaya,@KominfoKotaTSM,"Baraya melihat jalan rusak ..? 

tidak usah bingung yaa, sampaikan aspirasi dan pengaduan anda melalui http:// Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Ruqayya,@L1L178,Tuh pejabat mestinya tahu betapa susahnya lewat di jalan rusak Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Ayu,@susno2g,"Nunggu ""relawan Riau"" memperbaiki jalan jalan rusak itu dengan sponsor dari followernya. Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Wèdya,@susno2g,Nih Pak gk usah repot cari2 jalan rusak Mar 30,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
a ✩,@amoreayaa,"aku kaya udah nethink ga akan sampai sebelum kereta dateng dan udah mikir 'yauda kalo terlambat nanti pesen tiket go-show  jadwal siang'. di perjalanan bener² ngebuutt buanget, even aku sampe mukul nyubit dia dikit karna ya u know lah orang ngebut gimana, ngerem, jalan berlubang . Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
MZ,@txtdrimedia,"harusnya malu bila perlu harakiri...bukan bangga. itu menandakan elo udh gk mampu perbaiki jalan rusak doank, apalagi memperbaiki kehdpan dan ekonomi warga lo, bnr2 ndablek pjbt konoha Mar 30",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
hana camelia || tag after dm. testi,@hanaryxii,BARU HIDUP LAMPU. MATI LAMPU DARI JAM 3 SORE Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mukti Ahmad N,@khanifirsyad,"Pastikan jg pak tidur lampu mati atau nyala, sepakati dulu Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
janeeeeeee,@ichaeint,katanya kalo lewatin jalan rusak tetep dilewatin ya? bukan turun dari kendaraannya? Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
,@txtbpn,Harusnya gubernurnya beli mobil aja yang 8M biar bisa lewat jalan rusak Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Bagas Ardianto,@utdfocusid,"Dan untuk ditanah air itu apa ya ...
Mbg,woosh,ikn, 2.3K jalan berlubang , kesejahteraan guru, korupsi masih banyak lagi yang belum bisa kusebutin satu satu. Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Fadhil Fathurrohman,@Fadhill_Fath,kebanyakan p p apa uuu makannya tuh lampu mati ga mau nyala Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
cewuu friendly kitty,@cewuutimee,"ak tinggal afk tiba lampu mati semua, kyknya didatengin panglima hemat listrik deh enihh Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
alsa ෆ mrs & dwy era | rt,@noeasyclouds,lampu mati soalnya pusing kalo liat lampu Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
BACOT,@Xbacottetangga,"udah mah 1.5K jalan rusak , gelap, masih aja pungli

daerah sontang riau Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Sehra.,@joyeboye_,"Kalau botol minuman mah gak perlu cerai. Kalau ada istri pengen tidur 6.3K lampu mati dan suami pengen tidur lampu hidup, disuruh cerai juga? Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
MAIKA KAISARA.,@Selakabinar,ㅤ Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
BENING KEMUNING,@rekaanpalsu,"ᅠ

PAGAR TERBUKA. KUDA TERGORES. 1.4K LAMPU MATI .
Tiada siapapun yang mengaku, pun para pekerja sempat terpaku―tentu saja bukan aku. Lantas, siapa si pelaku?

ᅠ BENING KEMUNING Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Cak Dar,@P3gEl,"Ya udah mundur aja Pak.
Masih banyak orang yang kompeten untuk jadi gubernur Kalbar. Jalan rusak apa susahnya diperbaiki, wong barang kelihatan kok. Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
TruthHurts,@dedewahydu,"Tergantung mindset lu sih. Pajak ga cuma berhenti di jalan doang.

Nah ini menarik nih, jalan lobang tuh setahu gue tanggung jawab pemda masing2, dari skala Lurah-Bupati tergantung level jalannya. Kalau jalan rusak bertahun2, lu berhak sumpahin neraka buat pejabat di situ. Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
R Y S,@sdrmnt,"Wkwk. Bwi yg cantik di pesisir & kota aja. Coba ke desa². Beda kak beda masih ada jalan tanah, jalan rusak Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
UP,@tanyakanrl,muter2 survey jalan berlubang bahan buat protes ke pemerintah atas pajak yg kita bayar Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
viianaa,@woojiniess,"bisa ga adegan

""You say it's fine But I know u lying"" dengan lampu mati atau redup itu disudahi?? 

GUE YANG GA SANGGUP?? KAYAK APA SIH?? KOK INDAH BANGET?? TAPI SEDIH JUGA?? Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
gunung sitoli news,@ririn358258,Gunung Sitoli News – Jalan Berlubang di Thamrin akhirnya mulai diperbaiki setelah hujan lebat mengguyur wilayah Jakarta dalam beberapa hari terakhir. Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
5tePh3N,@P3gEl,"Wagub Kalbar sesali warga yg mention KDM soal 24K jalan rusak , ia sebut juga malaikat pun tak mampu nila jadi gubernur di sana, wadiwow Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
RajaSawit,@DS_yantie,Bisa gak warga yang iuran perbaiki jalan rusak dapat dispensasi pajak ? Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
susno duadji,@susno2g,Jalan rusak ; rakyat mintak unt pinjam sementara waktu Guber-nur KDM atau Gubernus Sherly menjadi gubernur sementara Propinsinya ; … https:// Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
,@5rklover,Mohon perhatian . Gerbong Motis Tengah kode 7708 AC dan lampu MATI Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Juna de edi,@diwajuns,"Indikasinya sangat kuat disengaja agar laju kendaraan dikurangi karena jalan rusak . Kerusakan hampir dipastikan disetiap pertigaan, perempatan, gerbang perumahan. Seharusnya cukup dengan rambu. Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pepe Neo,@hollowlaundrY32,"k esempatan buat kriminal itu pas lampu mati
rampok Toko Perhiasan Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Robby Kamandanu,@DanaUtd,"Jangan cuma fokus ke jalan berlubang , coba liat Kerja Nyata MBG. Banyak hal penting lain yang udah mereka kerjain juga. Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
.,@heftklqnmern,"Sama kayak di jalan Pantura anjir, ada sign 'hati-hati jalan rusak ' ya kalo Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ヘイリー,@meowriuchi,"pernah mudik ke banyuwangi, udah kecapekan bgt akhirnya nemu masjid yang bagus, rapi, indah jam 1 malem, keadaan lampu mati , tapi gak dikunci

bangun tidur udah ada minum dan snack kecil di sebelah, malah dibolehin mandi kalo pengen, mantep bgt lah masjidnya 
muhammadiyah punya Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Zulfikar Akbar,@zoelfick,"Di jalanan, akan ada jalan berlubang , berliku dan berkelok-kelok, tapi dengan mengingat tujuan, apa pun terjadi di jalan tak sampai membuatku berhenti. Mar 29",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
DEE,@missxyz88,Selama ini aku pikir jalan berlubang cuma masalah motor. Hari ini aku jalan kaki dan kesleo karena Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
shasa,@bLu3_B00nnY,lampu mati Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Nanonano,@grylfa15,gapapa bangeeet jalan berlubang tapi aku udh tau kalo mau jatuh jadi slow motion wkwk Mar 29,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
